labels,tokens,
CAG,finish it in 8-overs. #indvsuae #practicematch hehehe,
CAG,#BanonJNU to stop all subsidy of JNU & Save Country's Money #shutdownJNU,
CAG,"pakistan won the toss, what do u select misbah misbah: kohli dhoni: haramkhor gali cricket nahi hai, teams pehle se decided hai #indvspak",
CAG,University is supposed to be a place to study but communists has made JNU n many like universities a political field #ShutDownJNU,
CAG,Hizbul supporters of JNU and their sleeper cells across central universities hell bent on creating chaos. #JNU #ShutDownJNU pic.twitter.com/lNNgw1td76,
CAG,#ShutDownJNU Plz #WhereIsNajeebAhmed pic.twitter.com/7W8yU57Gfu,
OAG,Yes everybody shld learn. But dis Madam wont say a word against those traitors #Presstitutes #ShutDownJNU https:// twitter.com/_sabanaqvi/sta tus/697418888959504384 …,
OAG,@PMOIndia sir I dont pay taxes to subsidize these ani nationals #shutdownJNU https:// twitter.com/AsYouNotWish/s tatus/697452765543464960 …,
CAG,13 days of hunger strike and he couldn't handle twenty mins of heat. #StandWithJNU https:// kafila.org/2016/05/10/run -jaggu-run-the-jnu-vc-runs-away-from-the-academic-council-meeting/ …,
OAG,How can you justify a mass murderer? Tomorrow you'll find a reason to become terrorist by saying we were alienated! #ShutDownJNU,
CAG,"I want my tax money to go for worthy causes, not for THIS USELESS UNIVERSITY #shutdownjnu #shutdownjnu",
CAG,Can anyone spell a single reason for wasting tax payer's money on anti-national thugs and naxal goons! #ShutdownJNU https:// mobile.twitter.com/SinghPramod278 4/status/788986446719836160 …,
OAG,They'll realize the importance of the facilities they getting once they'll be asked to pay the real value of it. Fucking swines #ShutDownJNU,
OAG,Well done @sardanarohit #arnab by giving a tight slap on the face of a few traitors frm JNU #Shameless #ShutDownJNU,
CAG,"JNU VC adjourned the Academic Council meeting abruptly, unreasonably and walked out. #StandWithJNU #wearejnu",
CAG,#ShutDownJNU wonder who are those students all of sudden started crying for #AfzalGuru ??? Who poked their pain,
CAG,"102 runs,,mouka mouka,, ..aww porr paki boy... 😂😭 ' #indvsuae",
CAG,Identify each and every student who were part of this protest and lodge FIR's in sedition charges. Expose these Anti-nationals. #ShutDownJNU,
OAG,"#ShutDownJNU JNU IS THE NURSERY OF ANTI-NATIONALS AND TERRORIST-LOVERS. KEEP IT TRENDING! LET THESE TRAITORS KNOW, THEIR GAME IS OVER.",
CAG,RSS predicted it long ago http:// m.firstpost.com/india/jnu-is-h ome-to-a-huge-anti-national-block-which-aims-to-disintegrate-india-rss-mouthpiece-2492774.html … #ShutDownJNU,
CAG,"this #indvspak rivalry is due to politicians. let's trade to solve. let india take hina rabbani &amp; imran khan, pak keep mayawati &amp; kejriwal!",
CAG,"Speaking against Anti-national JNU"" is proof of fascism, speaking against India is Freedom of Expression? #ShutDownJNU""",
CAG,@TimesNow @PMOIndia #shutdownJNU we JNU TO BE SHUTDOWN AND STOP PAYING THEM OUR MONEY,
CAG,"@IAMSUNNYDEOL take a bow paaji.... millions #respect to you, you nail it.. 100/100 for #GhayalOnceAgain #AAPVictoryDay #shutdownJNU",
OAG,Don't #ShutDownJNU fi d out and shoot students like kk and uk.. No matter how much freedom of expression is compromised... Traitors,
OAG,"#ShutDownJNU anti-national political goons looting our hard earned money. Look at their photos on TV , they look like goondas not students.",
CAG,Bjp please take action on this idiot student #ShutDownJNU,
CAG,omg!! that new #indvsuae #maukamauka ad... hilarious with that karachi wale uncle 😂😂😂😂😂😂 @coolfunnytshirt,
CAG,Indian citizen should stop paying tax till govt of India #ShutDownJNU,
CAG,Twitter Trends are more right and helpful than our journalists when it comes to politics. #ShutDownJNU,
OAG,#ShutDownJNU Shame on u @ArvindKejriwal https:// twitter.com/yaksh09/status /697495316258357248 …,
OAG,पाकिस्तानी चिंता को लेकर येJNU के राष्ट्रद्रोही चिंतित थे #ShutDownJNU @narendramodi http://www. bhaskar.com/news-eodli/INT -pakistan-concerned-over-development-of-indian-military-5245446-PHO.html …,
OAG,Really??Freedom of expression and democracy is most misused terms in india! Put dese bastards in jail. #shutdownjnu https:// twitter.com/Abhina_Prakash /status/697471825337384960 …,
CAG,"#ShutDownJNU As v cn c dat #JNU z continusly in prblm,v urge Govt. to shut it down bcoz diseased body part shud b removed by surgery.",
CAG,Perfect reason for #ShutDownJNU https:// twitter.com/deg_teg_/statu s/697466182748639233 …,
CAG,"#ShutDownJNU @TimesNow kindly expose students & professor of JNU, there is definitely pakistani link. Tax payers in burden",
OAG,"इनJNUके बुद्दिजीवी छात्रों को नंगाकर उसी सियाचिन चोटि पर छोड़आना चाहिए जहाँ मेरे देशके वीरजवानो ने शहादत दी,अकल ठिकाने आजाएगी #ShutDownJNU",
CAG,Let d Gun do the talking we cannot sit on this Shit !! #JNUneedsStrictAction #shutdownjnu #not2bhiredfromjnu,
CAG,"uae lost 6 wickets at only 20 overs, and scored only 60! my prediction is ""all out at 86"". #indvsuae",
OAG,support from Pakistan in times of war for JNU terrorists. #ShutdownJNU pic.twitter.com/Ofrri9ZZwG,
CAG,female staff: can i cum in? boss: come india.. koi kaam se aayi ya uae? #indvsuae,
CAG,"india vs uae (kerala, pakistan, sri lanka and bangladesh) i support #uae #indvsuae #cwc15",
CAG,*pakistan selling crackers on olx at1000* indians: bhai10000 dunga.. patakhe pakistan me hi phodd le. #cantbeatindia #indvspak #pakvsind,
CAG,so mr kejeriwal @ArvindKejriwal whats ur view about Afjal Guru and JNU #shutDownJNU @abvpjnu,
CAG,We want tweet from @narendramodi @BJPRajnathSingh @manoharparrikar @KirenRijiju @arunjaitley @Ajit_Dobhal @smritiirani #ShutDownJNU,
CAG,An year full of activism and Struggle #OccupyUGC #JusticeForRohithVemula #StandWithJNU & #PinjraTod Because... http:// fb.me/1hTtzVxSb,
OAG,#ShutDownJNU learning was never anti national. But today it is. So it must shut down.,
OAG,"@vote4india @TwitterIndia Yes, #shutdownJnu is not auto fill something has been done to avoid getting auto- fill. twitter entering politics?",
CAG,woh patakhe olx pe bech do!!! #indvspak #victory,
CAG,Academics abroad must #standwithJNU despite the hate mail from Hindutva fans http:// scroll.in/article/804476 /academics-abroad-must-standwithjnu-despite-the-hate-mail-from-hindutva-fans … via @scroll_in,
CAG,what is at the core of #Jnu protest? #standwithJNU http:// indianexpress.com/article/blogs/ umar-khalid-anirban-bhattacharya-jnu-fast-hlec-report-freedom-of-speech-2800474/ …,
OAG,#ShutDownJNU @TimesNow These JNU fellows Lenin Ishaan Omar Khalil are terrorists should be arrested for sedition @DelhiPolice,
OAG,#ShutDownJNU I think all terrorist funding them; Thanks to @ABVPVoice who protest against this antinationalist. pic.twitter.com/32c2Az8wP2,
CAG,"rt @zahracristiano: ""@pakistanmail: @zahracristiano #comeonuae"" pakistan fans please get india jersey soon xx haha india sabko dho raha ha…",
CAG,"yeh #worldcup nahi, yeh hai world against india @bcci #wewontgiveitback #maukamauka #indvsuae @icc @starsportsindia",
OAG,Shoot at sight is the best policy for these antinationals. #ShutDownJNU pic.twitter.com/BaxkSBieoD,
CAG,"Kanhaiya Kumar Ends Hunger Strike, Punishments Won't Be Waived Off, Says Smriti Irani #StandWithJNU http://www. indiatimes.com/news/india/kan haiya-kumar-ends-hunger-strike-punishments-won-t-be-waived-off-says-smriti-irani-254691.html … via @indiatimes",
CAG,match ka badla petrol se..lol #indvsuae #petrolpricehike #achedin #nasibwalapm @aamaadmiparty,
OAG,@indiakapoorexim its very sad that politics is being played on the cost of INDIA They r abusing my motherland :( #ShutDownJNU,
OAG,#ShutDownJNU Anti India activities r freedom of speech. If curtailed students will commit suicide. #Returnjnudegree #Iamwithmodi,
OAG,It's proved beyond doubt again that #JNU has become den of #antinational forces #ShutDownJNU in national interest pic.twitter.com/wjoyTYuQ8n,
OAG,#ShutDownJNU few dalits who r misguided r supporting antinationals....and bringing bad name to the rest who r innocent..,
CAG,#ShutDownJNU #JNURow morons of #JNU Disrespect the sacrifices of Indian Soldiers... and now burn effigies of PM ... Bloody hell... 3/n,
CAG,#ShutDownJNU also because it has @Shehla_Rashid Madam pehle Wiki/Google kijiye fir boliye. Too much difference in India & Venezuela matter.,
OAG,#ShutDownJNU @narendramodi @smritiirani @BJPRajnathSingh @AmitShah Respected all..please do something..otherwise we will stop paying taxes,
OAG,Umar khalid is d son of beach...he is d #isis support... #boycottantiindian son of beach go pak n celebrate there #ShutDownJNU,
OAG,JNU is breeding ground of antinationals. We don't want our taxes to fund naxals and antinationals #ShutDownJNU @Swamy39 @TarekFatah,
CAG,"mam, #ShutDownJNU is not right. Please stop this thing now. We are 8000 in here and everyone is not kanhaiya or communist.",
OAG,Ur govt will do nothing as they have burnt their fingers in HCU case #ShutDownJNU,
OAG,From various TV debates i noticed that they're ready to be called as anti nationals & proud of it. #Catagory5Morons #ShutdownJNU,
CAG,"By callin Afzal Guru, a martyr, JNU students r insulting d soldiers of our country who die to stop & capture these terrorist.. #ShutDownJNU",
CAG,rt @sarcaism: chutiyapa of icc for just 15 runs.. 😊#indvsuae,
CAG,@TimesNow Do invite @JhaSanjay & ask him why is Congress defending Anti India slogans as freedom of speech when UPA hanged AG #ShutDownJNU,
CAG,@rush2220 and i could have gone to sleep. now have to stay up for 15 formality runs😬 #indvsuae 🎉,
CAG,@notsosleepy: pakistani fireworks industry collapses.lol:d #indvspak #cwc15,
CAG,Lets volunteer in giving whatever cups/saucers we hv & help #AwardWapsi gangasters to return in protest of #ShutDownJNU demand.,
OAG,"#ShutDownJNU , India doesn't need to worry bout PAK bred terrorism because these anti-nationals r happy doing PAK's bidding!",
CAG,IF THEY LOVE GURU LET THEM GO TO MEET HIM #ShutDownJNU,
OAG,totally fucked up match 😳😄 #indvsuae #cwc15,
OAG,@aajtak @abpnewstv @ndtv @ZeeNews @HMOIndia @PMOIndia #ShutDownJNU expell antinationals frm our intitutions.,
CAG,RT iNirajVerma: #ShutDownJNU where is #Intolerance bunch of group for reaction abt who un established Indian democ… https:// twitter.com/TimesNow/statu s/697436416658112512 …,
CAG,hello hi now bye bye uae #indvsuae,
CAG,Each one of these traitors should b named and shamed.they should b blacklisted so that no 1 gives them a job or allow to work #ShutDownJNU,
CAG,#ShutDownJNU Don't turn your eyes.. 4 the sake of vote bank politics see reality of emerging current divide. pic.twitter.com/hb6wx3nIa8,
CAG,#indvspak now pak spinner ajmal blames icc umpire's prejudice fr pak fr defeat rondu pak @drgpradhan @drgarekar @ggiittiikkaa @zahenaseeb,
OAG,#ShutDownJNU what a SHAME a Soldier is in hospital fighting for his life & LEFTIST glorifying a terrorist in JNU chanting anti India slogans,
OAG,Salute to ABVP for raising this. @narendramodi @smritiirani why waste public money on JNU terrorists?? #ShutDownJNU,
CAG,JNU should now start conducting an extra test 'patrotism test' at the time of admsns. spcly for 'peaceful' religion people. #ShutDownJNU,
CAG,15thDay & These Emotionless Authorities Are Not Affected At All-Thats Tragic #StandWithJNU #JNUonHungerStrike #FightBackJNU,
CAG,"that's it. starting tomorrow, uae visa charges are increasing. #indvsuae",
CAG,campus placements are expected to start in couple of days.. #ShutDownJNU,
CAG,Thank you arnab for putting nation first #ShutDownJNU,
OAG,#ShutDownJNU JNU IS THE NURSERY OF ANTI-NATIONALS AND TERRORIST-LOVERS.,
OAG,This isn't FOE. This is outright sedition #ShutDownJNU,
OAG,#ShutDownJNU Govt can not remain silent spectators of what is going on in the JNU campus. Under freedom of speech... http:// fb.me/138gny7ql,
OAG,#ShutDownJNU this stupid antinational university need to be shut down,
OAG,@viveklkw @BDUTT #JNU is #BunchOfMaoist & Idiots Who Survive on #TaxpayersMoney @#ShutDownJNU,
OAG,"The same JNU goon who protested Rohit Vemula death&got into a scuffle with police, in support of Afzal #ShutDownJNU pic.twitter.com/esOkWdv4QU",
OAG,#JNU #ShutDownJNU Identify the rats. SpeciallyMark their degrees so that future employer is well cautioned Abt these hooligans,
OAG,#ShutDownJNU @smritiirani if they can't learn anything then it's up to us to teach them morals and respect . They are cancer shud be remvd,
OAG,Is it true that JNU students wanted to pay tribute to Afzal Guru ? What next - holiday to celebrate birthday of Dawood Ibrahim #ShutDownJNU,
OAG,@smritiirani these goons can be booked under Section 124-A #ShutDownJNU @Swamy39,
OAG,why I am so angry at those anti national bastards #ShutDownJNU,
OAG,"#ShutDownJNU so called left professor s in JNU, pls leave this nation n form a camp in pok.. Ur services r not required.",
OAG,Banned immediate ...illegal family of congress #ShutDownJNU,
OAG,#ShutDownJNU @ArvindKejriwal do something .. This should be above vote bank politics mate . Don't be a man but please be an Indian,
OAG,#ShutDownJNU #FlashpointAfzal @TimesNow Time has come to change the name of JNU to Jinnah National University @Swamy39 @ashokepandit,
OAG,Wow Name It Self Make it Best In Worst ...! #ShutDownJNU,
OAG,Dr. Subramanian @Swamy39 Ji was right. Send army/paramilitary inside #JNU and flush out these jihadis. #ShutdownJNU http:// zeenews.india.com/news/delhi/bag -with-arms-and-ammunition-found-abandoned-in-jnu_1947009.html …,
OAG,"JNU professor abused & attacked inside campus |2 Commie pigs & a Mulli,Perfect combination 4 a Crime. #ShutDownJNU http://www. dnaindia.com/india/report-j nu-professor-attacked-inside-campus-2263081 …",
OAG,#ShutDownJNU Goes Viral: People demand Govt. to Shut Down anti-national JNU | HawkFeed http:// fb.me/4otQ094na,
OAG,According to me jnu not any university jnu is a House of Terrorist and traitor.so we want #shutdownjnu,
OAG,This is d jnu campus in Delhi. People soughting slogan against India #ShutDownJnu https:// twitter.com/malviyamit/sta tus/697487731081883648 …,
OAG,@AnupamPkher @chetan_bhagat Need support for Jnu incident. Raise your voice. Don't sleep #ShutDownJNU,
OAG,Where is Intolerance Awardwappasi team.. #ShutDownJNU,
OAG,#ShutDownJNU pathetic condition is we need action 4rm @abvpjnu 2highlight the nefarious acts of entities destroying fabric secularism.,
OAG,"#ShutDownJNU THOSE LEFTIST PIGS JUST CHUCKLED AND SMIRKED, ON THE THOUGHT OF BREAKING INDIA.",
OAG,People need to unite and destroy these leftist mullah commie thugs. #ShutDownJNU,
OAG,#shutdownjnu now it's time to shut down jnu,
OAG,130 cr ppl of Indian population less Pakistani supports. ..can you ppl imagine your state if we bounce bk don't test us #ShutDownJNU,
OAG,Irony these bunch of idiots don't even know why they're supporting Afzal Guru. Bloody so called intellectual #ShutdownJNU #FlashpointAfzal,
OAG,Hey @narendramodi @smritiirani @HMOIndia @manoharparrikar what are u waiting for? Just #ShutDownJNU pic.twitter.com/L8n7I9e3j1,
OAG,"81k tweets , Tweet more and more expose Antinational JNU goons #ShutDownJNU",
OAG,What to say about #ShutDownJNU Just Shut Up.,
OAG,#ShutDownJNU They act like Bengalis. Maybe JNU is also Leftist/Communist.,
OAG,Anyone suporting/praising a Terorist dead/alive shd be treates as a Terorist. @RSS_Org @truevirathindu #ShutDownJNU https:// twitter.com/Krishnpandey/s tatus/697487624424927232 …,
OAG,#Presstitutes are trying to muzzle an elected government & supporting ant- nationals? #ShutDownJNU https:// twitter.com/_sabanaqvi/sta tus/697418888959504384 …,
OAG,movies me kaafi nahi tha jo match me bhi vicco le aaye bc. #indvsuae,
OAG,I wonder what be text books included in JNU syllabus that it produces such great amount of India Haters ! #shutdownJNU,
OAG,Freedom of speech doesn't mean that you glorify a terrorist as a martyr! #ShutDownJNU @narendramodi @HMOIndia @smritiirani,
OAG,@HindolSengupta #ShutDownJNU or #KickCommunistMaoistProfessors 1st out,
OAG,#ShutDownJNU #ShutDownJNU #ShutDownJNU And arrest those faces shown on media,
OAG,"Dear @NupurSharmaBJP , Arnab @TimesNow slammed @DelhiPolice supporting this Anti national 1 week ago #ShutdownJNU pic.twitter.com/1UzLp4SuQi",
OAG,"JNU Standoff: Instead of attacking VC, they should search in ISIS camps, probably will find missing students there! #JNU #ShutDownJNU",
OAG,@narendramodi I pay tax not for this shit #ShutDownJNU,
OAG,#ShutDownJNU I do not want my money (tax) to be spent on anti-nationalists and traitor's education rather to be used for something worth.,
OAG,Indians create Anti-Terrorist slogans. Supporters create Anti-Hindu slogans. R u guys getting it? RELIGIOUS QUARREL IN INDIA #ShutDownJNU,
OAG,"@tishasaroyan #ShutDownJNU Haha, I am happy I didn't join with Jihadi John's shouting against India, let law take its own course.",
OAG,#ShutDownJNU SHUTDOWN JNU & STOP MISUSING OF TAXPAYERS MONEY>,
OAG,This Omar guy on @thenewshour even insulted Lance Naik #Hanumanthappa by saying Army men are rapists Scum from the gutter #ShutDownJNU,
OAG,"#ShutDownJNU JNU urgently needs to be dismantle and constituted apgain on lines of Nationalism,we can not afford... http:// fb.me/12yZ4kEqf",
OAG,Now it's time to wait & see whether our supreme court can take this as Suo-Moto Cognizance CASE OF SEDITION (SEC 124-A) #ShutDownJNU,
OAG,#ShutDownJNU Any one who is against the spirit of India he should be thrown out of country and life also !!!!! http:// fb.me/2wGBbVDRA,
OAG,JNU has become hub of antinationals.Parasites use state money 2 breed propgate Breakin India idelogy #ShutDownJNU,
OAG,#ShutDownJNU #JNUSHAMEONU result of the joint effort of Sickulars and Intellectual hypocrites.,
OAG,#ShutDownJNU & dont vote for AAP. That is the only way to stop Delhi from becoming another Leftist state like Bengal & Kerala.,
OAG,@RituRathaur @TVMohandasPai such students shld be put behind bars. If left they will become terrorist for sure. #ShutDownJNU,
OAG,#ShutDownJNU What is VC of JNU doing ? he should first restricate them and Police must lodge FIR against all... http:// fb.me/4I393mgHR,
OAG,#ShutDownJNU what they want now,
OAG,"@abhijitmajumder Please go ahead and sign, and spread the word. https://www. change.org/p/ministry-of- human-resource-development-stop-government-financing-of-jawaharlal-nehru-university … #ShutDownJNU",
OAG,#ShutDownJNU . #FlashpointAfzal The protesting leaders of students Union of JNU even don't know about the trial proceeding's of AfzalG,
OAG,#indvsuae sala colg se anne tak to india jeet bhi gaya.. shame on u uae..,
OAG,Even Lenin will be ashamed of these idiots and he was an idiot #ShutDownJNU,
OAG,#ShutDownJNU don't think they'll go on for too long how they will get away with loudmouths if i see any jnu ccommies i'll kick em in the gut,
OAG,Yes #ShutDownJNU Open #Mahabharatuniversity,
OAG,These sons of bitches have abused the very freedom provided by our constitution. Drag them onto the streets & shoot them NOW. #shutdownjnu,
OAG,yeh bc last wicket nahi le paa rahe 😡😠 #indvsuae,
OAG,"#ShutDownJnu Diyar Dissidents of #JNU Pls migrate 2Pakistan, attack their parliament with AK47, burn their flags&claim Freedom of Expression",
OAG,Govt Has to StopWasting TaxPayers Money on JNU Traitors.StringentAction Has To Be taken on These Parasites @HMOIndia @PMOIndia #ShutDownJNU pic.twitter.com/LDrCngwJtv,
OAG,@DaMadHooker @YesIamSaffron no its Jehadi Nirman University #ShutDownJNU @BJPRajnathSingh @narendramodi @manoharparrikar @smritiirani,
OAG,"#indvsuae india vs brokers! @amit_smiling: #indvssa is india vs chokers #indvspak was india vs jokers""",
OAG,Shame on @jnu_voice @UmarKhalidJNU @RashidShaila @kavita_krishnan #ShutDownJNU #AntiIndiaJNU,
OAG,They all r going to the against of country so killed the all bastard and send their dead bodies to Pakistan #ShutDownjnu,
OAG,#JNU runs by my money and your money .. And I don't want my money to get spent on few toxic fucking anti-nationalists #ShutDownJNU,
OAG,"Rent out JNU to Boko Haram for massacre, kill all bastards shouting against India. how fuck anyone can misuse freedom of speech #ShutDownJNU",
OAG,@hstapanghosh If its becoming a high level anti National Madarsa then #ShutDownJNU,
OAG,JUN Communists wants to practice every constitution right but don't want to practice social responsibility & duties. #Libtards #ShutDownJNU,
OAG,#ShutDownJNU stop this snake nursery,
OAG,"The fearlessness by which the traitors were keeping their stand,I sense a #political support to them by anti national parties #ShutDownJNU",
OAG,"@Ramesh70739140 #ShutDownJNU they are dalit, surviving on quota and has problems with India.. They think they are owner of India.",
OAG,#ShutDownJNU Goes Viral: People demand Govt. to Shut Down anti-national JNU http:// fb.me/29B7JgyPp,
OAG,Better not to #ShutDownJNU but throw them out of India who don't respect Indian Constitution & r against SupremeCourt's decision(afzal guru),
OAG,"Suspend to all students who r in the rally..hates u all..go live in Pakistan ,we r born for India..I m proud Indian. #ShutDownJNU",
OAG,"RT @RamkiXLRI : #ShutDownJnu Diyar Dissidents of #JNU Pls migrate 2Pakistan, attack their parliament with AK47, burn http:// netvib.es/p/npPi",
OAG,"Thank you for saying it out loud. M Jagadesh Kumar, even your #sanghis don't like you. LEAVE JNU! #StandWithJNU https:// twitter.com/suhelseth/stat us/729598154782478336 …",
OAG,shut down this college...JNU.. #shutdownJNU,
OAG,". @devyanidilli @amitkumardash09 Had they raised pro-India slogans in pak, they would have been jailed by now! #shutdownjnu",
OAG,"@LavishingLavish #ShutDownJNU TODAY I REALIZED THAT EXTERNAL ENEMIES OF INDIA ARE NEGLIGIBLE,MOST CRUEL ENEMIES ARE WITHIN US.",
OAG,@BDUTT Office statement from Pakistani Mouthpiece NeWS channel reporter. #ShutDownJNU #afjalguru,
OAG,"Not only JNU , this trend is going on in whole DU too . Sick leftist students r crossing limits #shutdownJnu",
OAG,JNU was established for National integration. And these traitors are using taxpayers money to spew venom against India. #ShutDownJNU,
OAG,"By burnin effigy of PM, rogues of JNU hv burnt 127Cr Ind.Mor thn bein Univer,JNU is breedin ground of anti natls #ShutDownJNU",
OAG,@smritiirani If can not kick out this Anti-Nationals form JNU then you should resign. #ShutDownJNU @narendramodi Cc to Nikamme @HMOIndia,
OAG,#shutdownjnu who pays them to go anti national ?,
OAG,@smritiirani if you don't take strict action against JNU traitors. You would be just encouraging them #ShutDownJNU,
OAG,#ShutDownJNU this university Is breeding anti-nationals from the day one..no doubt Nehru is the part of their name,
OAG,@BhimBassi sir y don't you take action against JNU's evils ? #ShutdownJNU how they act like this? This is total national security issue .,
OAG,#ShutDownJNU BEAT THEIR BRAINS IN! THAT'S THE ONLY ANSWER LEFT.,
OAG,If it's #ShutDownJNU then just punish the CULPRITS. Why such disgusting #ShutDownJNU ??? Fools.,
OAG,#ShutDownJNU don't be surprised if umar Khalid leaves India joins isis dies in a blast & candle March is held in jnu as shaheed umarkhalid,
OAG,Im sure somewere in JNU Pakistan ISI pimps are hiding and we have to check JNU funding also #ShutDownJNU,
OAG,Hey @ArvindKejriwal why no tweets on JNU incident?? #ShutDownJNU,
OAG,This matter should not be politicized and these traitors shouldn't be let go I request @narendramodi ji to take strong action #ShutDownJNU,
OAG,"JawaharlalNehruUniversity became Sex/Naxalite Adda @HRDMinistry Arms , Rape, AntiNational Courses / Trainings #ShutDownJNU @HMOIndia pic.twitter.com/jV4wPVEfxY",
OAG,@srinic2 Just like Indian MSM will never tell you about professors like these in #ShutDownJNU pic.twitter.com/J8erWiZPAq,
OAG,#ShutDownJNU They should be hanged summarily. ISIS justice maybe has some merit? https:// twitter.com/chandu532/stat us/697486265134899200 …,
OAG,In JNU students is learning from @ArvindKejriwal how to speak from a negative.. Shame on you kejri sir no reaction on it #ShutDownJNU,
OAG,Good to know that Anti-national JNU is trending again... why can't this place just be shut down? #ShutDownJNU,
OAG,#ShutdownJNU Pls dnt take police actn ths tym. Send paramilitary to hunt down these bastards,
OAG,@IchbinUjjaini what the hell? Do you even know the difference between anti-national and opposition or are they same for you? #shutdownjnu,
OAG,"#standwithJNU one of the worst authorities, sadist authority deriving pleasure out of students indefinite hungerstrike",
OAG,#ShutDownJNU where r so called secular ppl.. #awardwapasiNautankiGrp ..amir srk rahul..why no comments. @AnupamPkher sir pls raise this issue,
OAG,My blood boils at the well wishers of terrorist Afzal guru. These pakistani agents should be shot at sight. #ShutDownJNU,
